External_ID_Vod_c,Name,Mission_c,Website,POL_KOL_Phone_C,POL_KOL_Email_C,Organization_Type_c,Latest990_C,KRM_Legal_Entity_c,Total_Revenue_000_c,KRM_CHANGE_STATUS_C,KRM_CHANGE_DATE_C,RECORDTYPEID,LASTNAME,FIRSTNAME,SALUTATION,EXTERNAL_ID_VOD_C,MIDDLE_VOD_C,SUFFIX_VOD_C,KOL_CREDENTIALS_OLR_C,City_vod_c,Country_vod_c,Zip_vod_c,State_vod_c,Address_line_2_vod_c,External_Id_Vod_c,EIN,Account_Vod_C,Leader_Name,FROM_ACCOUNT_VOD_C,ROLE_VOD_C,TO_ACCOUNT_VOD_C
133683676,524 West 59th Street,"John jay college of criminal justice is an internationally recognized leader in educating for justice. its focus is on exploring justice in its many dimensions. as a senior college in the city university of new york system, john jay is preparing the next generation of leaders who will represent our communities' diversity, tenacity, and commitment to excellence. a proud hispanic-serving institution and minority-serving institution, john jay is proud of its longstanding record as a transformational force for historically underrepresented students. our pulitzer pride-winning faculty and undergraduate and graduate students are passionate about shaping the future. the john jay college foundation is dedicated to securing private funding from alumni and friends to support the college's mission.",www.jjay.cuny.edu,212-237-8624,,B82 - Educational Institutions,2019,501(c)(3),3014862,Published,3/10/2020,01203000000CijdAAC,Merle,Robin,,ROBIN MERLE-133683676-UNAVAILABLE,,,,New York,United States,10019,NY,,EIN-133683676,133683676,,ROBIN MERLE-133683676-UNAVAILABLE,,UNAVAILABLE,
262639114,10 E Doty St Ste 800,"The john k. maciver institute for public policy, inc. was established to advance the idea that individual freedom, limited government, and personal responsibility are the best practice for the development of effective public policy in wisconsin.",www.maciverinstitute.com,608-588-6477,,"W22 - Public, Society Benefit -- Multipurpose and Other",2019,501(c)(3),521204,Published,3/10/2020,01203000000CijdAAC,Healy,Brett,,BRETT HEALY-262639114-UNAVAILABLE,,,,Madison,United States,53703-5105,WI,,EIN-262639114,262639114,,BRETT HEALY-262639114-UNAVAILABLE,,UNAVAILABLE,
420680452,1200 Pleasant St,"Improving the health of the community through healing, caring and teaching.",www.unitypoint.org/des-moines,515-241-6212,,E21 - Health -- General and Rehabilitative,2018,501(c)(3),888917286,Published,3/10/2020,01203000000CijdAAC,Stark,David,,DAVID STARK-420680452-UNAVAILABLE,,,,Des Moines,United States,50309-1406,IA,,EIN-420680452,420680452,,DAVID STARK-420680452-UNAVAILABLE,,UNAVAILABLE,
412216367,PO Box 698,Increase awareness about the severity and prevalence of hypertro cardiomyopathy (hcm) within the young adult community.,www.jtbfoundation.org,973-701-0920,,"T12 - Philanthropy, Voluntarism, and Grantmaking Foundations",2018,501(c)(3),84706,Published,3/10/2020,01203000000CijdAAC,Babbitt,Joanne,,JOANNE BABBITT-412216367-UNAVAILABLE,,,,Chatham,United States,07928-0698,NJ,,EIN-412216367,412216367,,JOANNE BABBITT-412216367-UNAVAILABLE,,UNAVAILABLE,
901022228,1121 L STREET,"To conduct research seeking answers to rare genetic mutations affecting children and adults, and assist and improve the quality of life for children and families.",www.jordansguardianangels.org,916-441-6222,,H96 - Medical Research,2018,501(c)(3),1559418,Published,3/10/2020,01203000000CijdAAC,Lang,Joseph,Mr,JOSEPH LANG-901022228-UNAVAILABLE,,,,Sacramento,United States,95814,CA,Suite 100,EIN-901022228,901022228,,JOSEPH LANG-901022228-UNAVAILABLE,,UNAVAILABLE,
620549549,307 Madison Avenue,To inspire and prepare young people to succeed in a global economy.,www.jamemphis.org,901-366-7800,,B20 - Educational Institutions,2019,501(c)(3),773610,Published,3/10/2020,01203000000CijdAAC,Mansberg,Leigh,Mr,LEIGH MANSBERG-620549549-UNAVAILABLE,,,MA,Memphis,United States,38103,TN,307 Madison Ave,EIN-620549549,620549549,,LEIGH MANSBERG-620549549-UNAVAILABLE,,UNAVAILABLE,
231386172,994 Old Eagle School Road,"Whether he wants to develop the next big technology startup, work on the next great scientific breakthrough, take pictures for a magazine, or serve in the marble halls of the u.s. capitol, ja can pave the way, building a bridge from the classroom to his future. it's a path paved with personal finance tools, work readiness skills, and a foundation of entrepreneurial knowledge.

from humble beginnings come great things. it's the american dream. and since 1951, junior achievement of southeastern pennsylvania has impacted over 850,000 students around the region. today, we reach over 21,000 students in bucks, berks, chester, delaware, lehigh, montgomery, northampton, and philadelphia counties.

across the area, and the nation, financial literacy is declining. understanding checking and savings will no longer suffice. with looming college debt, complex retirement plans, and a post-recession job market, we must do more to prepare our students for the jobs of the future, in fields such as science, technology, engineering, and math (stem). we must provide our youth the 21st century skills required to succeed in today's dynamic job market.

at junior achievement of southeastern pennsylvania, we believe that to truly inspire the region's young people we must build a bridge from the classroom to the future. we also believe that any path to success is paved by a sound foundation of financial literacy, meaningful experiences, entrepreneurial skills and real role models who can show kids how to harness the vision to excel.

the job market and economy are uncertain. what is certain is that junior achievement graduates will be more prepared to make the right choices and are less likely to become saddled with debt. in fact, 90 percent of junior achievement graduates report they felt significantly more confident in their ability to make the right choices in life. 

junior achievement isn't just a mission. it's a movement. a movement to ensure our children are better off than the generations who came before them; to inspire every kid, no matter where they came from, to figure out where they are going. to us, it's the most important thing we can do for our future generations.",http://www.japhiladelphia.org,610-499-1620,melissa.shapiro@ja.org,B01 - Educational Institutions,2019,501(c)(3),886535,Published,3/10/2020,01203000000CijdAAC,Kappel,Paul,Mr,PAUL KAPPEL-231386172-EXECUTIVE,,,PA,Wayne,United States,19087,PA,Suite 1014,EIN-231386172,231386172,,PAUL KAPPEL-231386172-EXECUTIVE,,Executive,
386090760,858 Dobbin Dr,,https://kalamazooacs.org/,,,"U03 - Science and Technology Research Institutes, Services",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Williams,Paul,,PAUL WILLIAMS-386090760-UNAVAILABLE,,,"DO, MS, PA",Kalamazoo,United States,49006-5508,MI,,EIN-386090760,386090760,,PAUL WILLIAMS-386090760-UNAVAILABLE,,UNAVAILABLE,
311703013,310 Sunnyview Ln,"Improving health, comfort and life.",www.krh.org/foundation,406-751-6930,,E11 - HealthGeneral & Rehabilitative,2019,501(c)(3),3836153,Published,3/10/2020,01203000000CijdAAC,Vine,Tagen,Mr,TAGEN VINE-311703013-UNAVAILABLE,,,,Kalispell,United States,59901,MT,,EIN-311703013,311703013,,TAGEN VINE-311703013-UNAVAILABLE,,UNAVAILABLE,
237293874,310 SUNNYVIEW LANE,"To improve health, comfort and life",www.krh.org/krmc,406-752-5111,,E22 - HealthGeneral & Rehabilitative,2019,501(c)(3),438520661,Published,3/10/2020,01203000000CijdAAC,Lambrecht,Craig,Dr,CRAIG LAMBRECHT-237293874-UNAVAILABLE,,,,Kalispell,United States,59901,MT,,EIN-237293874,237293874,,CRAIG LAMBRECHT-237293874-UNAVAILABLE,,UNAVAILABLE,
481078400,7570 W 21st St N Ste 1026c,The mission of the kansas academy of family physicians is to support and serve family physicians of kansas as they advance the health of kansas.,www.kafponline.org,316-721-9005,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),802086,Published,3/10/2020,01203000000CijdAAC,Gaughan,Carolyn,,CAROLYN GAUGHAN-481078400-UNAVAILABLE,,,,Wichita,United States,67205-1764,KS,,EIN-481078400,481078400,,CAROLYN GAUGHAN-481078400-UNAVAILABLE,,UNAVAILABLE,
480885135,PO Box 597,Serve physician assistants,kansaspa.com,,,B30 - Education,2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Romero,Rebecca,,REBECCA ROMERO-480885135-UNAVAILABLE,,,,Topeka,United States,66601-0597,KS,,EIN-480885135,480885135,,REBECCA ROMERO-480885135-UNAVAILABLE,,UNAVAILABLE,
481237628,2650 S Hanley Rd Ste 100,"Our purpose is to contribute to the prevention of cardiovascular diseases, to ensure optimal quality of care for individuals with such diseases, and to foster the highest professional ethical standards.",ksacc.org,,,"S40 - Community Improvement, Capacity Building",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Lakkiereddy,Dhanunjaya,,DHANUNJAYA LAKKIEREDDY-481237628-UNAVAILABLE,,,DD,Saint Louis,United States,63144-2590,MO,,EIN-481237628,481237628,,DHANUNJAYA LAKKIEREDDY-481237628-UNAVAILABLE,,UNAVAILABLE,
480892759,PO Box 860481,Promotion of children's health.,www.kansasaap.org,913-530-6265,,"G98 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),296796,Published,3/10/2020,01203000000CijdAAC,Hudelson,Melissa,,MELISSA HUDELSON-480892759-UNAVAILABLE,,,,Shawnee,United States,66286-0481,KS,,EIN-480892759,480892759,,MELISSA HUDELSON-480892759-UNAVAILABLE,,UNAVAILABLE,
440309060,9229 Ward Pkwy Ste 280,"The purpose of the kansas city southwest clinical society is to encourage scientific investigation and the application of medical research to medical practice by promoting and participating in the development of continuing medical education conferences for physicians engaged in the practice of medicine. the society fosters the development of clinical expertise in medicine by encouraging physicians to share knowledge and experience. the society directly presents and jointly sponsors continuing education activities that are planned and devoted to the reinforcement of core medical knowledge, furthering clinical expertise and personal development.",www.kcswcs.org,816-523-3383,,B99 - Education,2018,501(c)(3),293615,Published,3/10/2020,01203000000CijdAAC,Smerchek,Ruth,,RUTH SMERCHEK-440309060-UNAVAILABLE,,,,Kansas City,United States,64114-3346,MO,,EIN-440309060,440309060,,RUTH SMERCHEK-440309060-UNAVAILABLE,,UNAVAILABLE,
481160355,"Co Accc 1801 Research Blvd No 40  Rockville, Md 20850","To promote and foster the exchange and dissemination of information and ideas relating to oncologic and hematologic diseases including the biology, diagnosis, staging, treatment, and psychosocial impact of cancer on human beings.-to further the training of all persons in clinical research and in the total care of patients with cancer.-to encourage optimal communication between the various specialties concerned with oncologic and hematologic diseases.-to facilitate the delivery of healthcare.-to maintain and advance the standards of care of oncology and hematology.-to represent the practice of oncology and hematology and promote the common interests of physicians whose practices involve the treatment of people with cancer.",,,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-481160355-UNAVAILABLE,,,,Rockville,United States,20850,MD,,EIN-481160355,481160355,,NAN NAN-481160355-UNAVAILABLE,,UNAVAILABLE,
381613280,4100 John R.,"To lead in transformative cancer care, research and education through courage, commitment and compassion.",www.karmanos.org,800-527-6266,,"G30 - Disease, Disorders, Medical Disciplines",2019,501(c)(3),20253461,Published,3/10/2020,01203000000CijdAAC,Bepler,Gerold,,GEROLD BEPLER-381613280-UNAVAILABLE,,,MD,Detroit,United States,48201,MI,,EIN-381613280,381613280,,GEROLD BEPLER-381613280-UNAVAILABLE,,UNAVAILABLE,
251439925,960 Harvest Drive,"Kencrest supports community development by exploring possibilities, mobilizing resources, and empowering dreams.",www.kencrest.org,610-825-9360,,P82 - Human Services,2019,501(c)(3),129932526,Published,3/10/2020,01203000000CijdAAC,Baldini,Marian,,MARIAN BALDINI-251439925-CEO,,,MA,Blue Bell,United States,19422,PA,Suite 100,EIN-251439925,251439925,,MARIAN BALDINI-251439925-CEO,,CEO,
833633860,28 Holyoke Rd Apt 2,,,UNAVAILABLE,,"A20 - Arts, Culture, and Humanities",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-833633860-UNAVAILABLE,,,,Somerville,United States,02144-3295,MA,,EIN-833633860,833633860,,NAN NAN-833633860-UNAVAILABLE,,UNAVAILABLE,
510181714,446 E High St Ste 10,Kapa provides services to pas and pa students who work and live in the state of kentucky. kapa maintains a website for the purpose of providing a forum for services and ideas that is designed to promote and grow the pa profession throughout the state of kentucky.,,,,B30 - Education,2017,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-510181714-UNAVAILABLE,,,,Lexington,United States,40507-1763,KY,,EIN-510181714,510181714,,NAN NAN-510181714-UNAVAILABLE,,UNAVAILABLE,
742975601,550m Ritchie Hwy # 271,Medical oncology society,,,,H30 - Medical Research,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Park,Chandler,,CHANDLER PARK-742975601-UNAVAILABLE,,,PA,Severna Park,United States,21146-2925,MD,,EIN-742975601,742975601,,CHANDLER PARK-742975601-UNAVAILABLE,,UNAVAILABLE,
610405718,464 Chenault Rd,"To support a prosperous business climate in the commonwealth of kentucky through advocacy, education, information and services in order to promote business retention and recruitment.",www.kychamber.com,502-695-4700,,"S41 - Community Improvement, Capacity Building",2019,501(c)(3),7521133,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-610405718-UNAVAILABLE,,,,Frankfort,United States,40601-9260,KY,,EIN-610405718,610405718,,NAN NAN-610405718-UNAVAILABLE,,UNAVAILABLE,
275251833,5 Hanover Sq,,www.napnap.org,,,"G90 - Diseases, Disorders, Medical Disciplines",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Brown,Nancy,,NANCY BROWN-275251833-UNAVAILABLE,,,,New York,United States,10004-2614,NY,,EIN-275251833,275251833,,NANCY BROWN-275251833-UNAVAILABLE,,UNAVAILABLE,
611153018,PO Box 991307,"To empower kentucky aprns in providing quality, accessible and compassionate healthcare through education, leadership, and the promotion of the profession.",www.kcnpnm.org,502-333-0076,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),569974,Published,3/10/2020,01203000000CijdAAC,Estes,Jessica,,JESSICA ESTES-611153018-UNAVAILABLE,,,,Louisville,United States,40269-1307,KY,,EIN-611153018,611153018,,JESSICA ESTES-611153018-UNAVAILABLE,,UNAVAILABLE,
610656750,1850 Taylor Ave Ste 2,"The kentucky hemophilia foundation assists individuals with hemophilia and similar bleeding disorders through education, advocacy, and support services and by promoting research for a cure.",www.kyhemo.org,502-456-3233,,"G20 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),320666,Published,3/10/2020,01203000000CijdAAC,Kamala,Ursela,,URSELA KAMALA-610656750-UNAVAILABLE,,,MA,Louisville,United States,40213-1594,KY,,EIN-610656750,610656750,,URSELA KAMALA-610656750-UNAVAILABLE,,UNAVAILABLE,
611125554,420 Capital Ave,"To promote the health and welfare of all infants, children, and adolescents.",www.kyaap.org,502-875-2205,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),156013,Published,3/10/2020,01203000000CijdAAC,Day,Scottie,,SCOTTIE DAY-611125554-UNAVAILABLE,,,OT,Frankfort,United States,40601-2837,KY,,EIN-611125554,611125554,,SCOTTIE DAY-611125554-UNAVAILABLE,,UNAVAILABLE,
610246386,96 C Michael Davenport Blvd,"The mission of the kentucky pharmacists association is to promote the profession of pharmacy, enhance the practice standards of the profession, and demonstrate the value of pharmacist services within the health care system. the association also provides a number of programs safeguarding the public health arena.",www.kphanet.org,502-227-2303,,"S40 - Community Improvement, Capacity Building",2018,501(c)(3),1197391,Published,3/10/2020,01203000000CijdAAC,Glasper,Mark,,MARK GLASPER-610246386-UNAVAILABLE,,,MA,Frankfort,United States,40601-4333,KY,,EIN-610246386,610246386,,MARK GLASPER-610246386-UNAVAILABLE,,UNAVAILABLE,
472645396,3006 Whiteway Ave,Conducting educational programs for the life science community,,,,B01 - Education,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Keeney,Kyle,,KYLE KEENEY-472645396-UNAVAILABLE,,,,Louisville,United States,40205-2932,KY,,EIN-472645396,472645396,,KYLE KEENEY-472645396-UNAVAILABLE,,UNAVAILABLE,
611346813,36 S Alvasia St,Improving the health status of rural kentuckians through education and advocacy.,,,,B99 - Education,2019,501(c)(3),285164,Published,3/10/2020,01203000000CijdAAC,Skaggs,Dale,,DALE SKAGGS-611346813-UNAVAILABLE,,,,Henderson,United States,42420-3606,KY,,EIN-611346813,611346813,,DALE SKAGGS-611346813-UNAVAILABLE,,UNAVAILABLE,
611142796,PO Box 4961,To conduct meetings and provide additional information to promote the professional development and education of its members.,,,,E21 - Health -- General and Rehabilitative,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Vaccaro,Nick,,NICK VACCARO-611142796-UNAVAILABLE,,,,Louisville,United States,40204-0961,KY,,EIN-611142796,611142796,,NICK VACCARO-611142796-UNAVAILABLE,,UNAVAILABLE,
311562134,120 Eagle Rock Ave,"The mission of kessler foundation is to improve quality of life for people with disabilities through discovery, innovation, demonstration, application, and dissemination.",www.kesslerfoundation.org,973-324-8362,,H96 - Medical Research,2018,501(c)(3),25365862,Published,3/10/2020,01203000000CijdAAC,Derose,Rodger,Mr,RODGER DEROSE-311562134-UNAVAILABLE,,,OD,East Hanover,United States,07936,NJ,Suite 100,EIN-311562134,311562134,,RODGER DEROSE-311562134-UNAVAILABLE,,UNAVAILABLE,
840688506,1628 Sts. John Road,Keystone policy center inspires leaders to rise above entrenched positions to reach common higher ground.,http://www.keystone.org,970-513-5800,,"W99 - Public, Society Benefit",2019,501(c)(3),4402331,Published,3/10/2020,01203000000CijdAAC,Scanlan,Christine,Ms,CHRISTINE SCANLAN-840688506-CEO,,,MS,Keystone,United States,80435,CO,,EIN-840688506,840688506,,CHRISTINE SCANLAN-840688506-CEO,,CEO,
841326605,PO Box 1630,"Keystone symposia will serve as a catalyst for the advancement of biomedical and life sciences by connecting scientists within and across disciplines at conferences and workshops held at venues that create an environment conducive to information exchange, generation of new ideas, and acceleration of applications that benefit society.",www.keystonesymposia.org,970-262-1230,,H03 - Medical Research,2019,501(c)(3),17506416,Published,3/10/2020,01203000000CijdAAC,Johnson,Debbie,,DEBBIE JOHNSON-841326605-UNAVAILABLE,,,,Silverthorne,United States,80498,CO,,EIN-841326605,841326605,,DEBBIE JOHNSON-841326605-UNAVAILABLE,,UNAVAILABLE,
382800996,340 S Rose St,"Our mission:
to create a just, inclusive, and supportive environment in southwest michigan for people of all sexual orientations and gender identities and expressions.

our vision:
a region that celebrates diversity and embraces equality.

the kalamazoo gay-lesbian resource center, now known as outfront kalamazoo, grew out of a need to provide support to gay and lesbian people and to create a bridge of understanding between all people regardless of sexual orientation.  

outfront kalamazoo provides the only support group for lgbtq youth in southwest michigan, as well as a support group for transgender individuals. we believe that people who are in a minority status because of their sexual orientation, gender identity, or gender expression need support, understanding, and advocacy.",www.outfrontkzoo.org,269-349-4234,,"R26 - Civil Rights, Social Action, Advocacy",2018,501(c)(3),411721,Published,3/10/2020,01203000000CijdAAC,Maddock,Jay,,JAY MADDOCK-382800996-UNAVAILABLE,,,"DO, MA, DD",Kalamazoo,United States,49007-1801,MI,,EIN-382800996,382800996,,JAY MADDOCK-382800996-UNAVAILABLE,,UNAVAILABLE,
262763038,"1201 L Street, NW","Kind envisions a world in which childrens rights and well-being are protected as they migrate alone in search of safety. we will achieve our vision by: ensuring that no child appears in immigration court without high quality legal representation; advancing laws, policies, and practices that ensure childrens protection and uphold their right to due process and fundamental fairness; and promoting in countries of origin, transit, and destination durable solutions to child migration that are grounded in the best interests of the child and ensure that no child is forced to involuntarily migrate.",www.supportkind.org,202-824-8680,,"I80 - Crime, Legal Related",2018,501(c)(3),27715033,Published,3/10/2020,01203000000CijdAAC,Young,Wendy,Ms,WENDY YOUNG-262763038-UNAVAILABLE,,,"MS, ESQ",Washington,United States,20005,DC,2nd Floor,EIN-262763038,262763038,,WENDY YOUNG-262763038-UNAVAILABLE,,UNAVAILABLE,
660727042,1001 San Roberto Street,"Our mission is to provide puerto rican students with the necessary resources to obtain a highly competitive education that will empower them to help develop a healthy socioeconomic environment for puerto rico. at kinesis we guide our participating youth to define, pursue and reach their university goals.",http://kinesispr.org/,787-772-8269,,"T20 - Philanthropy, Voluntarism, and Grantmaking Foundations",2017,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Fernández,José,,JOSÉ FERNÁNDEZ-660727042-UNAVAILABLE,,,RN,San Juan,United States,00926,PR,Suite 101,EIN-660727042,660727042,,JOSÉ FERNÁNDEZ-660727042-UNAVAILABLE,,UNAVAILABLE,
131623850,1930 Randall Ave,"Kips bay boys & girls club's mission is to enrich and enhance the quality of life for young people by providing educational and developmental programs. this includes a special emphasis on youngsters between ages 6-18 who come from disadvantaged or disenfranchised circumstances in the bronx, ny.",www.kipsbay.org,718-893-8600,,O23 - Youth Development,2019,501(c)(3),10734375,Published,3/10/2020,01203000000CijdAAC,Quintero,Daniel,Mr,DANIEL QUINTERO-131623850-EXECUTIVE DIRECTOR,,,,Bronx,United States,10473,NY,,EIN-131623850,131623850,,DANIEL QUINTERO-131623850-EXECUTIVE DIRECTOR,,Executive Director,
471133351,P.O. Box 10,Our mission is to improve early detection for breast cancer worldwide through creative and empowering education.,www.knowyourlemons.com,801-410-0231,,"G32 - Disease, Disorders, Medical Disciplines",2018,501(c)(3),92459,Published,3/10/2020,01203000000CijdAAC,Beaumont,Corrine,Dr,CORRINE BEAUMONT-471133351-UNAVAILABLE,,,,Lewisville,United States,83431,ID,,EIN-471133351,471133351,,CORRINE BEAUMONT-471133351-UNAVAILABLE,,UNAVAILABLE,
752854955,"318 Nancy Lynn Lane, #13","The primary exempt purpose (mission) is to eradicate breast cancer as a life threatening disease by advancing research, education, treatment and screening.",,,,"G32 - Disease, Disorders, Medical Disciplines",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-752854955-UNAVAILABLE,,,,Knoxville,United States,37919,TN,,EIN-752854955,752854955,,NAN NAN-752854955-UNAVAILABLE,,UNAVAILABLE,
237442510,63 E Main St Ste 6,501 (c) (6) defined as a business league of members of medical profession (medical doctors) formed to improve the quality of medical care available to the public and to establish and maintain high standards of excellence in medical specialty.,,410-848-8202,,E22 - Health -- General and Rehabilitative,2016,501(c)(3),65980,Published,3/10/2020,01203000000CijdAAC,Yang,David,,DAVID YANG-237442510-UNAVAILABLE,,,,Westminster,United States,21157-5036,MD,,EIN-237442510,237442510,,DAVID YANG-237442510-UNAVAILABLE,,UNAVAILABLE,
431794000,3295 Tulip Dr,,www.lawte.org,,,D61 - Animal -- Related,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Wood,Rebeccah,,REBECCAH WOOD-431794000-UNAVAILABLE,,,OD,Decatur,United States,30032-3875,GA,,EIN-431794000,431794000,,REBECCAH WOOD-431794000-UNAVAILABLE,,UNAVAILABLE,
950948250,1055 W 7th St Ste 2290,To enhance the professionalism and clinical autonomy of physicians to allow to advocate for their patients and the health of the community of los angeles.,www.lacmanet.org,231-226-0307,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),1809162,Published,3/10/2020,01203000000CijdAAC,Friederichsen,Gustavo,,GUSTAVO FRIEDERICHSEN-950948250-UNAVAILABLE,,,,Los Angeles,United States,90017-2548,CA,,EIN-950948250,950948250,,GUSTAVO FRIEDERICHSEN-950948250-UNAVAILABLE,,UNAVAILABLE,
251698677,1858 W Grandview Blvd,"The mission of lake erie college of osteopathic medicine (lecom) is to prepare students to become osteopathic physicians, pharmacy practitioners and dentists through programs of excellence in education, research, clinical care, and community services to enhance the quality of life through improved health for all humanity.",www.lecom.edu,814-866-6641,,B50 - Education,2019,501(c)(3),170668440,Published,3/10/2020,01203000000CijdAAC,Ferretti,John,,JOHN FERRETTI-251698677-UNAVAILABLE,,,DO,Erie,United States,16509-1025,PA,,EIN-251698677,251698677,,JOHN FERRETTI-251698677-UNAVAILABLE,,UNAVAILABLE,
521774340,5232 Greenwood Rd,,,UNAVAILABLE,,E90 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-521774340-UNAVAILABLE,,,,Duluth,United States,55804-2934,MN,,EIN-521774340,521774340,,NAN NAN-521774340-UNAVAILABLE,,UNAVAILABLE,
237305106,207 S Main St,"The mission of lamprey health care, inc. is to provide high quality primary medical care and health related services, with an emphasis on prevention and lifestyle management, to all individuals regardless of ability to pay.",www.lampreyhealth.org,603-659-2494,,E32 - Health -- General and Rehabilitative,2019,501(c)(3),16812651,Published,3/10/2020,01203000000CijdAAC,White,Gregory,,GREGORY WHITE-237305106-UNAVAILABLE,,,,Newmarket,United States,03857-1843,NH,,EIN-237305106,237305106,,GREGORY WHITE-237305106-UNAVAILABLE,,UNAVAILABLE,
231355131,222 North 17th Street,"We strive to serve the whole student: spiritually, academically, and physically by creating a safe and welcoming catholic community.  we endeavor, through the teachings of christ, to develop young adults who are educated with solid academic, civic, technological and co-curricular programs.  cooperation with family, faculty and community empowers our diverse student body to fulfill their role in the church and in society.",http://www.aopcatholicschools.org/,215-587-3755,,B25 - Educational Institutions,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Ihm,Maureen,,MAUREEN IHM-231355131-UNAVAILABLE,,,"MA, OT",Philadelphia,United States,19103,PA,Room 500,EIN-231355131,231355131,,MAUREEN IHM-231355131-UNAVAILABLE,,UNAVAILABLE,
133629466,24 W 25th St Fl New,"To develop and promulgate a strategy to address the aids epidemic within the latino community. in furtherance of this charitable and educational purpose, the commission works to: raise the latino community's consciousness, and that of the society as a whole regarding hiv infection among latinos; supporting the development of research, prevention, education and treatment programs that are appropriate for all latinos; promoting the latino community's right to full and speedy medical, social and governmental responses in light of the current health crisis, and comment and educate on the allocation of appropriate resources to impact communities, commmunity health education and prevention that is culturally sensitive.",www.latinoaids.org,212-675-3288,,"G81 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),5690212,Published,3/10/2020,01203000000CijdAAC,Chacon,Guillermo,,GUILLERMO CHACON-133629466-UNAVAILABLE,,,,New York,United States,10010-2704,NY,,EIN-133629466,133629466,,GUILLERMO CHACON-133629466-UNAVAILABLE,,UNAVAILABLE,
200303774,P.O. Box 1347,"Mission statement: 
committed to delivering culturally relevant diabetes prevention and self-management education in the community.

vision statement: 
to reduce and prevent diabetes by addressing health disparities through a culturally sensitive grassroots approach.

core values: 
through credible, persuasive, and timely information coupled with education and emotional support, a person may successfully modify their lifestyle to prevent the onset of diabetes or manage the impact of this disease.",www.lda.org,323-837-9869,,"G80 - Disease, Disorders, Medical Disciplines",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Acosta,Yolie,,YOLIE ACOSTA-200303774-UNAVAILABLE,,,,Montebello,United States,90640,CA,,EIN-200303774,200303774,,YOLIE ACOSTA-200303774-UNAVAILABLE,,UNAVAILABLE,
201993440,777 S Figueroa St Ste 4050,"Promotion and support of latino culture in california, increased participation of latinos and latinas in california society, to educate the public about latino culture and heritage issues of importance to latinos and latinas in california.",latinocaucus.legislature.ca.gov,213-452-6565,,"A23 - Arts, Culture, and Humanities",2018,501(c)(3),273076,Published,3/10/2020,01203000000CijdAAC,Gonzalez,Lorena,,LORENA GONZALEZ-201993440-UNAVAILABLE,,,,Los Angeles,United States,90017-5864,CA,,EIN-201993440,201993440,,LORENA GONZALEZ-201993440-UNAVAILABLE,,UNAVAILABLE,
232172743,P.O. Box 764,"The mission of laurel house is to:

- advocate for and empower those impacted by domestic violence by providing crisis intervention, safe haven, supportive programs and supportive programs and resources
- advance social change through preventative education and through community training and collaboration to foster a coordinated response to domestic abuse

services are available to both female and male survivors of domestic abuse.",www.laurel-house.org,610-277-1860,,P43 - Human Services,2019,501(c)(3),3016189,Published,3/10/2020,01203000000CijdAAC,Sturman,Beth,,BETH STURMAN-232172743-UNAVAILABLE,,,MA,Norristown,United States,19404,PA,,EIN-232172743,232172743,,BETH STURMAN-232172743-UNAVAILABLE,,UNAVAILABLE,
